id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6606,"Fab, private seattle urban cottage!",14942,Joyce,Other neighborhoods,Wallingford,47.65444,-122.33629,Entire home/apt,99,30,161,9/7/2024,0.86,2,177,1,str-opli-19-002622
9419,Glorious sun room w/ memory foambed,30559,Angielena,Other neighborhoods,Georgetown,47.55017,-122.31937,Private room,72,2,208,10/13/2024,1.19,11,359,14,Exempt
9531,The Adorable Sweet Orange Craftsman,31481,Cassie,West Seattle,Fairmount Park,47.55495,-122.38663,Entire home/apt,185,3,108,10/28/2024,0.68,2,192,22,STR-OPLI-19-002182
9534,The Coolest Tangerine Dream MIL!,31481,Cassie,West Seattle,Fairmount Park,47.55627,-122.38607,Entire home/apt,125,2,77,12/27/2023,0.49,2,0,1,STR-OPLI-19-002182
9596,"the down home , spacious, central and fab!",14942,Joyce,Other neighborhoods,Wallingford,47.65608,-122.33602,Entire home/apt,,30,96,9/28/2020,0.58,2,0,0,STR -OPLI-19-002622
25002,Beautiful Private  Spot in North Ballard,102684,Amanda,Ballard,Whittier Heights,47.67947,-122.37196,Entire home/apt,97,2,1097,12/16/2024,6.14,1,158,64,STR-OPLI-19-002617
37234,Your Home Away From Home.  Private Parking onsite.,160789,Darrell,Ballard,Sunset Hill,47.68897,-122.39424,Entire home/apt,130,3,6,8/26/2023,0.06,2,269,0,STR-OPLI-19-002333
119103,Teeny Tiny Guestyhouse!,601600,Hal,Other neighborhoods,Fremont,47.65244,-122.35108,Entire home/apt,99,3,572,11/5/2024,3.47,2,358,28,STR-OPLI-19-000772
202251,Seattle Phinney Ridge Ballard,601266,Tim And Pam,Other neighborhoods,Phinney Ridge,47.67757,-122.36172,Entire home/apt,175,30,34,2/6/2024,0.27,1,174,1,
210316,"""The 5-Star House""  #9 The red room",2438665,Flor,Other neighborhoods,Crown Hill,47.70085,-122.367,Private room,95,30,76,8/12/2023,0.59,4,0,0,STR-OPLI-19-002472
226536,Serene Room in Sunny Cottage near Discovery Park,209571,Cheryl,Magnolia,Lawton Park,47.66133,-122.40088,Private room,68,1,383,11/9/2024,2.4,1,52,15,STR-OPLI-19-000684
226677,Sunny Parisian room cozy memory foam bed,30559,Angielena,Other neighborhoods,Georgetown,47.54971,-122.31753,Private room,68,2,303,10/27/2024,1.9,11,365,32,Exempt
229990,Alki Beach 1/2 block to beach,1201633,Wayne,West Seattle,Alki,47.57884,-122.41071,Entire home/apt,266,3,28,8/11/2024,0.35,1,357,9,STR-OPLI-21-000532
240920,"Quiet Greenlake home, balcony room in the trees",946910,Nathan,Other neighborhoods,Wallingford,47.66848,-122.3376,Private room,80,30,16,8/6/2018,0.11,2,324,0,
241016,Scandinavian Queen Anne Home,956883,Maija,Queen Anne,North Queen Anne,47.6411,-122.37446,Entire home/apt,278,2,156,10/14/2024,1.16,3,351,14,STR-OPLI-21-000431
241032,Stylish Queen Anne Apartment,956883,Maija,Queen Anne,West Queen Anne,47.63626,-122.37083,Entire home/apt,98,2,381,9/29/2024,2.38,3,140,24,STR-OPLI-21-000431
254340,Phinney Oasis-Ballard/Phinney,1336214,Kim,Other neighborhoods,Phinney Ridge,47.67632,-122.36019,Entire home/apt,110,30,161,10/31/2019,1.01,1,173,0,
260613,Charming Hideaway in North Ballard,1387754,Dot & Lucy,Ballard,Whittier Heights,47.687,-122.36697,Entire home/apt,125,1,127,5/19/2024,0.81,1,356,2,STR-OPLI-24-000057
284087,The Nest in the Heart of the City,721070,Suzanne,Downtown,First Hill,47.6121,-122.33,Entire home/apt,177,3,331,12/16/2024,2.12,1,153,20,STR-OPLI-19-002053
303277,Hip Condo Private Deck East Lake Union - Long Term,1204187,Kara,Cascade,Eastlake,47.64424,-122.32397,Entire home/apt,140,90,12,2/12/2021,0.08,1,356,0,
338091,"spacious, great location w view",1717589,Judy,Capitol Hill,Broadway,47.61965,-122.32374,Entire home/apt,200,30,117,10/22/2019,0.76,1,263,0,STR-OPLI-21-000724
340706,Charming Wallingford Apartment,1015653,David,Other neighborhoods,Wallingford,47.65431,-122.33358,Entire home/apt,,4,220,10/10/2024,1.41,1,0,20,STR-OPLI-24-000114
340738,Victorian home on Capitol Hill,1729224,Marlow,Capitol Hill,Stevens,47.62376,-122.30494,Entire home/apt,495,100,0,,,6,348,0,
353110,Newly Remodeled Private Cottage in West Seattle!,1788284,Eric,West Seattle,North Admiral,47.58037,-122.39163,Entire home/apt,89,30,94,7/31/2024,0.61,1,324,5,
356248,Amazing Waterview Condo near UW + Eastlake!,306615,Tara,Capitol Hill,Portage Bay,47.65047,-122.32022,Entire home/apt,229,80,31,7/20/2024,0.31,2,139,2,
356608,St. John's Apt. 309 *Walkscore 99*,1787819,Saint,Downtown,First Hill,47.61401,-122.32235,Entire home/apt,190,30,223,11/20/2024,1.46,2,177,5,STR-OPLI-19-001273
365550,art loft downtown~ID~Stadiums,1025723,Jacqueline,Downtown,International District,47.60002,-122.32742,Private room,88,2,884,12/8/2024,5.69,2,65,40,STR-OPLI-19-000427
368403,Large Luxury Lakeside Seattle Home,4186078,Trung,Other neighborhoods,Green Lake,47.68528,-122.33125,Entire home/apt,705,4,48,9/3/2024,0.35,1,91,2,STR-OPLI-19-001130
370361,Private Guest Studio- Phinney Ridge,1865986,Sheldon,Other neighborhoods,Phinney Ridge,47.68271,-122.35768,Entire home/apt,97,3,364,12/10/2024,2.35,2,75,35,STR-OPLI-19-001288
387078,Modern Capitol Hill. Location. Great Monthly Rates,1121532,Melissa,Capitol Hill,Broadway,47.62361,-122.32577,Entire home/apt,114,30,182,7/6/2023,1.25,10,0,0,STR-OPLI-19-001903
392140,Fantastic View-Close to Light Rail-Solar Powered!,3313235,Leslie,Beacon Hill,North Beacon Hill,47.58576,-122.31581,Private room,80,3,365,10/29/2024,2.37,2,356,27,STR-OPLI-19-001128
392779,2/1 Plush Modern Hilltop Retreat,437055,Jyoti And Tushar,Beacon Hill,North Beacon Hill,47.57389,-122.31428,Entire home/apt,155,30,204,11/6/2023,1.34,1,179,0,STR-OPLI-21-000037
421168,Greenwood Studio,2094547,Samantha & Peter,Other neighborhoods,Greenwood,47.70021,-122.35106,Entire home/apt,100,3,497,11/3/2024,3.27,1,127,30,STR-OPLI-21-000424
430610,❤️󱀁 modern ✔roof deck ✔garage✔90Walkscore [Rare],165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.65356,-122.33952,Entire home/apt,325,14,139,12/7/2024,0.92,2,96,4,STR-OPLI-19-001606
461234,Browns House Guest Apt. in Ballard,1870781,Diana,Ballard,Whittier Heights,47.68444,-122.37338,Entire home/apt,99,4,395,10/28/2024,2.59,1,337,26,STR-OPLI-19-003175
475361,NE Seattle Artist Treehouse Suite!,2342082,Marilyn,Lake City,Cedar Park,47.71652,-122.29126,Private room,77,30,116,10/28/2022,0.76,1,179,0,
490076,Super cute w/gardens & charm. Great location!,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65617,-122.35262,Entire home/apt,98,5,457,11/24/2024,3.55,3,83,20,STR-OPLI-19-001657
493591,the 5-star  house-# 5-> Marilyn Monroe's room,2438665,Flor,Other neighborhoods,Crown Hill,47.7019,-122.36781,Private room,48,30,183,10/31/2024,1.2,4,357,2,STR-OPLI-19-002472
552325,Lovely 2BR Apt on Portage Bay near UW + Eastlake,306615,Tara,Capitol Hill,Portage Bay,47.65043,-122.32021,Entire home/apt,229,90,37,9/14/2024,0.27,2,148,3,
564220,Cute Bungalow #2 - near Light Rail,2774354,Kristin,Rainier Valley,Mount Baker,47.57783,-122.29251,Private room,55,1,296,12/5/2024,1.97,1,4,40,STR-OPLI-19-001749
565703,Garden Apartment in Madison Valley,2781551,Ronald,Central Area,Mann,47.620624,-122.29714,Entire home/apt,96,3,356,12/18/2024,2.49,4,364,5,STR-OPLI-19-001833
566435,"""The 5-Star House"" - # 6->The Hawaiian room",2438665,Flor,Other neighborhoods,Crown Hill,47.70084,-122.36738,Private room,39,30,92,8/1/2024,0.61,4,243,2,STR-OPLI-19-002472
573942,Queen Bee room w/cooling memory foam bed,30559,Angielena,Other neighborhoods,Georgetown,47.54916,-122.31819,Private room,,2,292,12/18/2024,1.94,11,348,35,Exempt
598023,West Seattle Home at Alaska Junction!,2613029,Jeffrey,West Seattle,Genesee,47.56162,-122.38812,Private room,109,30,22,6/16/2022,0.16,1,364,0,STR-OPLI-19-000822
609610,A place to stay: studio apartment,3022709,Laura,Rainier Valley,Columbia City,47.56994,-122.29403,Entire home/apt,105,30,36,8/27/2023,0.24,1,365,0,STR-OPLI-22-000371
631445,Belltown View Condo,3139639,Alicia,Downtown,Belltown,47.61373,-122.34887,Entire home/apt,114,3,214,12/3/2024,1.42,1,71,34,STR-OPLI-24-003034
635878,"Center UW Remodeled in 2021, Spacious 2 Beds (203)",3074414,Melissa,University District,University District,47.66313,-122.31428,Entire home/apt,105,30,40,9/21/2022,0.29,129,90,0,STR-OPLI-19-002641
637710,Roots at the Center of the Universe,3181546,Farhad,Other neighborhoods,Fremont,47.653,-122.35595,Entire home/apt,245,2,161,10/7/2024,1.11,1,256,9,STR-OPLI-19-003215
654734,Downtown/Convention Center Condo,3294357,Grace,Downtown,First Hill,47.61311,-122.32947,Entire home/apt,195,30,88,8/31/2024,0.59,1,260,3,
661708,Elegant Madison Park Townhome,3340441,Roberta,Central Area,Harrison/Denny-Blaine,47.62563,-122.29181,Entire home/apt,195,30,26,8/18/2024,0.32,1,365,1,STR-OPLI-22-001999
671828,Private En Suite Room & Hot Tub,3396093,Elisa,Other neighborhoods,Greenwood,47.6911,-122.36467,Private room,75,2,29,11/19/2024,0.28,2,68,28,STR-OPLI-23-001176
677266,Victorian double room,30559,Angielena,Other neighborhoods,Georgetown,47.55041,-122.31857,Private room,72,2,149,10/27/2024,1,11,363,17,Exempt
677365,Spacious West Seattle Mid Century Modern In-law,926885,Jamie & Kyle,Delridge,South Delridge,47.52957,-122.36013,Entire home/apt,101,1,329,12/8/2024,3.95,2,164,49,STR-OPLI-19-002932
689309,Elegance and Coziness in Broadview,3520873,Philippe,Other neighborhoods,Broadview,47.72131,-122.35846,Private room,146,30,17,10/1/2021,0.12,1,365,0,STR-OPLI-19-003395
703058,True Wallingford Craftsman,1611114,Craig,Other neighborhoods,Wallingford,47.65144,-122.33734,Entire home/apt,280,4,219,9/8/2024,1.47,1,137,4,STR-OPLI-19-001188
704764,Elegant Vintage Craftsman Apartment With Garden,3620313,Catherine,Queen Anne,North Queen Anne,47.64057,-122.36956,Entire home/apt,192,1,368,12/3/2024,2.51,1,223,19,STR-OPLI-19-001424
706385,Sky Cabin Apartment with Views,2070664,Gillian,Cascade,Eastlake,47.64307,-122.32556,Entire home/apt,130,81,558,2/25/2024,3.77,1,12,2,STR-OPLI-19-000453
708774,Clean and Comfortable Eastlake/Lake Union 1 BR,316200,William,Cascade,Eastlake,47.64,-122.32412,Entire home/apt,76,30,145,11/16/2024,0.99,7,176,5,
723723,BAMBOO BUNGALOW,3740695,BleuPapillon,Central Area,Harrison/Denny-Blaine,47.61896,-122.28818,Entire home/apt,,30,50,8/13/2017,0.34,2,40,0,
723846,"The Cozy Cottage in Maple Leaf (UW, Green Lake)",3737272,Cheryl & Steve,Northgate,Maple Leaf,47.69839,-122.31505,Entire home/apt,134,2,201,9/26/2024,1.39,1,361,16,STR-OPLI-19-002418
748526,Mother in law studio-Ballard/phinne,3932149,Amy,Other neighborhoods,Phinney Ridge,47.67846,-122.36325,Entire home/apt,61,30,85,5/31/2021,0.58,1,352,0,
757840,"Hilltop House: Great Location, New Furnishings",3991908,Becky,Queen Anne,East Queen Anne,47.63349,-122.35611,Entire home/apt,421,4,524,12/8/2024,3.55,1,254,38,STR-OPLI-19-000945
793629,Cheery Seattle House with View,4181120,Candace,Beacon Hill,North Beacon Hill,47.57734,-122.31492,Entire home/apt,121,6,340,10/15/2024,2.33,1,78,20,STR-OPLI-19-003115
797358,Cozy Private Room and Bath in Old Craftsman House,4199445,Liam,Rainier Valley,Mount Baker,47.57265,-122.29136,Private room,,2,181,8/17/2023,1.46,2,0,0,STR-OPLI-19-001423
841274,Goat Hill House Apartment,4133943,Jill,Rainier Valley,Mount Baker,47.58548,-122.29458,Entire home/apt,109,3,224,11/8/2024,1.57,1,343,24,STR-OPLI-19-002082
844939,"Five Star Downtown Designer Urban Suite, Space Needle View",4411144,Emma,Downtown,Belltown,47.61503,-122.3475,Entire home/apt,105,30,291,12/16/2024,2.02,2,315,54,STR-OPLI-19-000420
846763,Right at Home in Ravenna,4421734,Tara,Other neighborhoods,Ravenna,47.67995,-122.30859,Private room,60,30,81,9/14/2024,0.56,1,361,1,
850481,Two Bedroom Cozy Home + Hot Tub,3396093,Elisa,Other neighborhoods,Greenwood,47.68957,-122.36296,Entire home/apt,185,3,11,9/2/2024,0.1,2,25,6,STR-OPLI-23-001176
877203,In Jimi Hendrix's neighborhood 2,287172,Laura,Central Area,Atlantic,47.60029,-122.30185,Private room,53,30,109,10/20/2024,0.76,2,292,3,STR-OPLI-19-002301
879181,In Jimi Hendrix's neighborhood 3,287172,Laura,Central Area,Atlantic,47.60096,-122.3019,Private room,53,30,107,12/6/2024,0.74,2,221,4,STR-OPLI-19-002301
902609,Studio in West Seattle,3264544,Fabio,Delridge,Highland Park,47.52383,-122.35287,Entire home/apt,93,2,292,11/22/2024,2.04,5,209,23,STR-OPLI-19-002360
904057,Seattle Mini Home with Hot Tub and Private Deck,4678869,Errin,Ballard,West Woodland,47.66617,-122.36693,Entire home/apt,108,3,586,12/16/2024,4.06,1,314,54,STR-OPLI-19-000419
942490,Charming Greenwood neighborhood flat,4705328,Lisa,Other neighborhoods,Greenwood,47.68726,-122.36279,Private room,142,30,137,9/21/2023,0.96,1,89,0,STR-OPLI-20-000322
948077,The Cottage a Capitol Hill Oasis by Bowerbird Home,365687,Erik,Capitol Hill,Broadway,47.62845,-122.32513,Entire home/apt,145,2,609,12/8/2024,4.26,1,284,71,STR-OPLI-21-000042
993804,Spacious bedroom across Children's,3169976,Valerie,Other neighborhoods,Laurelhurst,47.66308,-122.2838,Private room,45,30,8,10/3/2024,0.06,1,88,2,
1000883,Westside Hideaway,5486919,Nicole,West Seattle,North Admiral,47.58246,-122.39668,Entire home/apt,150,2,249,11/27/2024,1.78,1,89,11,STR-OPLI-19-003112
1012003,Capitol Hill Gem in Great Location,5567436,Larry & Suzi,Capitol Hill,Broadway,47.63948,-122.32236,Private room,145,30,36,10/20/2019,0.25,1,365,0,STR-OPLI-19-000062
1023693,Cozy and Stylish Ballard Apartment,5635244,Shannon,Ballard,Whittier Heights,47.67936,-122.3704,Entire home/apt,134,2,396,12/1/2024,2.86,2,172,22,STR-OPLI-19-001088
1042022,Perfect Location by Lake Washington,5736221,Lene & Johnny,Capitol Hill,Madison Park,47.63326,-122.28009,Entire home/apt,89,2,426,12/17/2024,3,1,295,39,STR-OPLI-19-002937
1048798,"West Seattle Home, Dazzling View, Quiet & Tranquil",5774906,Carter,West Seattle,Fauntleroy,47.52586,-122.38272,Entire home/apt,200,2,523,11/30/2024,3.68,1,132,54,STR-OPLI-19-000502
1097520,Relaxed sophistication in Mt. Baker,6031552,Jeanie,Rainier Valley,Mount Baker,47.56692,-122.28106,Entire home/apt,85,30,322,8/12/2024,2.28,1,305,2,STR-OPLI-19-003217
1100686,High ceiling/ amazing location in artsy Fremont -,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65417,-122.35402,Private room,78,5,377,10/22/2024,2.93,3,89,10,STR-OPLI-19-001657
1112092,Seattle Backyard Cottage-Queen Anne,5856339,Anne And Peter,Queen Anne,West Queen Anne,47.63555,-122.365,Entire home/apt,145,7,59,8/10/2023,0.42,1,205,0,STR-OPLI-19-002257
1114695,"100s Walkscore Garage Deck, Zoo, Green Lake, Fire Place.",165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.66215,-122.33879,Entire home/apt,,4,79,9/22/2023,0.56,2,0,0,STR-OPLI-19-001606
1122236,Modern Luxury on Capitol Hill,1121532,Melissa,Capitol Hill,Broadway,47.62383,-122.32381,Entire home/apt,95,30,145,6/1/2024,1.02,10,0,2,STR-OPLI-19-002120
1125133,Elegant & Quiet walk to UW (49),3074414,Melissa,University District,University District,47.65908,-122.31771,Entire home/apt,105,30,37,9/24/2022,0.26,129,365,0,STR-OPLI-20-000157
1136522,Spacious/Clean/walk U Village 05.5,3074414,Melissa,Other neighborhoods,Ravenna,47.66988,-122.29925,Entire home/apt,125,30,20,8/22/2024,0.14,129,89,2,
1142010,Small artsy house in vibrant Columbia City,928640,Carla,Rainier Valley,Columbia City,47.5533,-122.27682,Entire home/apt,70,30,1,10/9/2022,0.04,1,87,0,STR-OPLI-20-000128
1146966,Artsy home in terrific Fremont neighborhood,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65474,-122.3526,Private room,80,5,339,10/26/2024,2.41,3,89,11,STR-OPLI-19-001657
1150519,Classic Craftsman - 95 Walk Score!,6305984,Sarah,University District,University District,47.67113,-122.31419,Entire home/apt,300,30,19,7/27/2022,0.14,1,365,0,
1157083,NEW Management-Upgraded Downtown/Convention Center,30832,Siena C.C.,Downtown,First Hill,47.61248,-122.32861,Entire home/apt,127,3,124,11/17/2024,0.89,7,258,20,STR-OPLI-19-002769
1159111,St. John's Apt. 203 *Walkscore 99*,1787819,Saint,Downtown,First Hill,47.61385,-122.32245,Entire home/apt,173,30,172,9/22/2024,1.22,2,177,1,STR-OPLI-19-001273
1171574,Private Entrance and Central,4485958,Phil And Andrea,Central Area,Madrona,47.60962,-122.2952,Entire home/apt,89,3,688,12/9/2024,4.89,2,81,62,STR-OPLI-19-000461
1175308,Ballard oasis in the pacific Northwest,6432543,Jenny,Ballard,Loyal Heights,47.6781,-122.38932,Entire home/apt,,5,25,8/21/2023,0.18,1,0,0,STR-OPLI-19-003252
1205666,West Seattle - Northwest Modern Hm1,6584748,Sean And Karla,West Seattle,Gatewood,47.53029,-122.38604,Private room,,1,343,9/22/2024,2.44,2,0,16,STR-OPLI-19-001102
1219691,Sweet 1920's cottage in N. Seattle,6654033,April King,Northgate,Haller Lake,47.73206,-122.33943,Entire home/apt,,30,69,7/28/2024,0.49,1,0,2,STR-OPLI-20-000033
1246769,Light & Modern Downtown Conv Ctr,1025723,Jacqueline,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,106,3,465,12/8/2024,3.32,2,124,46,STR-OPLI-19-000427
1256892,Daisy Mae's Guest Space - Phinney Ridge,6846442,Laurie,Other neighborhoods,Phinney Ridge,47.67758,-122.35822,Entire home/apt,107,2,301,12/3/2024,2.15,1,213,20,STR-OPLI-19-000499
1260259,Zen Garden Oasis,3009864,Jessica,Magnolia,Lawton Park,47.66046,-122.40292,Entire home/apt,185,17,149,10/8/2024,1.06,1,22,3,STR-OPLI-21-000222
1265651,Quiet Top floor 2 bdrs 2 baths UW & Trail W/D 401,3074414,Melissa,University District,University District,47.66456,-122.3046,Entire home/apt,155,30,30,6/1/2024,0.23,129,129,1,STR-OPLI-19-002570
1299597,Newly Renovated Modern 2BR Basement Apt in Leschi,7066141,Kimberly,Central Area,Leschi,47.60179,-122.29357,Entire home/apt,129,3,47,12/2/2024,1.51,1,43,14,STR-OPLI-22-000851
1301535,2 Huge Private Rooms + Common Area,468703,Corinne & Tom,Ballard,Loyal Heights,47.68359,-122.38034,Entire home/apt,111,2,368,11/12/2024,2.86,1,144,21,STR-OPLI-19-000874
1305895,Garden view room in Quiet Greenlake house w trees,946910,Nathan,Other neighborhoods,Wallingford,47.66669,-122.33687,Private room,55,30,6,10/1/2019,0.04,2,88,0,
1351716,Sparkling Clean Guest House,6592975,Huong And Bill,Central Area,Atlantic,47.59674,-122.30964,Entire home/apt,75,30,259,10/26/2024,1.86,1,169,3,19-000920
1355094,Capitol Hill Excursion part #4,5112492,Leah,Capitol Hill,Broadway,47.62195,-122.32262,Private room,,30,180,11/6/2024,1.3,4,1,3,
1356339,"Capitol Hill Modern Apt, Great location!",1121532,Melissa,Capitol Hill,Broadway,47.62235,-122.32594,Entire home/apt,95,30,192,8/24/2024,1.4,10,0,2,STR-OPLI-19-001708
1365882,Serene W/D walk to UW/U Village 203,3074414,Melissa,University District,University District,47.66178,-122.30149,Entire home/apt,110,30,37,12/12/2023,0.27,129,365,0,STR-OPLI-19-002641
1407502,Private garden room in hip Ballard,6136210,Nicole,Ballard,West Woodland,47.67306,-122.36651,Private room,70,30,27,9/5/2019,0.21,1,365,0,STR-OPLI-19-003088
1417880,Center UW 2 beds large Quiet  (210),3074414,Melissa,University District,University District,47.66139,-122.31495,Entire home/apt,116,30,40,9/21/2022,0.29,129,365,0,STR-OPLI-19-002641
1484595,Steps to UW  Modem & Cable TV (31),3074414,Melissa,University District,University District,47.65865,-122.31784,Entire home/apt,105,30,39,8/19/2024,0.28,129,365,1,STR-OPLI-19-002570
1493349,Univ Village Walk to UW   Comfortable 5507,3074414,Melissa,Other neighborhoods,Ravenna,47.66822,-122.2986,Entire home/apt,90,30,46,12/2/2024,0.33,129,365,2,STR-OPLI-19-002641
1494828,Modern and Clean 2 Bedroom in Eastlake/Lake Union,316200,William,Cascade,Eastlake,47.63996,-122.32414,Entire home/apt,135,30,249,11/16/2024,1.81,7,159,5,
1494986,Queen Anne Guesthouse with Deck and Garden View,316200,William,Queen Anne,East Queen Anne,47.63346,-122.34558,Entire home/apt,143,3,220,12/1/2024,1.6,7,303,25,STR-OPLI-19-000681
1531351,Strong WiFi 3 Min walk UW Clean (7),3074414,Melissa,University District,University District,47.65745,-122.31625,Entire home/apt,97,30,36,7/14/2023,0.26,129,365,0,
1531458,Remodeled Walk to UW/View/Serene #F,3074414,Melissa,University District,University District,47.66502,-122.30352,Entire home/apt,86,30,69,9/9/2024,0.5,129,104,2,STR-OPLI-21-002570
1541705,Quiet Room U Village Private Entrance /UW (3),3074414,Melissa,Other neighborhoods,Ravenna,47.66685,-122.295,Private room,61,30,37,1/30/2024,0.27,129,286,1,
1579615,"Seattle Oasis: Centrally Located, 50A EV Charger.",4384828,Monique,Ballard,Adams,47.67566,-122.38795,Entire home/apt,84,3,364,11/25/2024,2.65,2,40,43,STR-OPLI-19-002571
1589732,Relaxing Short walk to UW (5),3074414,Melissa,University District,University District,47.65884,-122.31809,Entire home/apt,85,30,27,7/23/2022,0.2,129,365,0,STR-OPLI-19-002570
1593991,"Sequim, Olympic Mountains Wa",8501598,Stan,Other neighborhoods,North Beach/Blue Ridge,47.69106,-122.38337,Private room,150,30,42,10/6/2015,0.33,1,365,0,
1599010,Center UW Large Wood Floor King bed walk UW (104),3074414,Melissa,University District,University District,47.66135,-122.31503,Entire home/apt,100,30,32,10/2/2024,0.25,129,365,1,STR-OPLI-19-002641
1603124,Center UW Fast Internet Comfy 208,3074414,Melissa,University District,University District,47.66108,-122.31434,Entire home/apt,100,30,24,11/11/2023,0.18,129,365,0,STR-OPLI-19-002641
1603408,"Short walk to UW, Remodeled Serene (47)",3074414,Melissa,University District,University District,47.65891,-122.31745,Entire home/apt,130,30,56,10/6/2024,0.41,129,90,12,STR-OPLI-19-002570
1628210,"Private 2 Bed, Full Bath House near Greenlake",8654046,Ronda,Other neighborhoods,Phinney Ridge,47.68073,-122.34874,Entire home/apt,225,2,37,12/15/2024,0.32,1,36,15,STR-OPLI-19-000640
1629525,Inner city private room on North Beacon Hill,8660724,Deb,Beacon Hill,North Beacon Hill,47.57793050699965,-122.3002051,Private room,48,30,12,10/28/2024,0.15,3,333,2,
1647216,"Center UW New, Fancy & Cute, 04",3074414,Melissa,University District,University District,47.66281,-122.31305,Entire home/apt,105,30,23,3/24/2021,0.18,129,184,0,STR-OPLI-20-000157
1684236,Cozy 1BD Near Convention Center Heart of Seattle,8905591,David,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,,20,235,12/8/2024,1.73,1,26,18,STR-OPLI-21-000010
1686930,Walk to Space Needle Vintage View with King Bed,8916363,Paige,Queen Anne,West Queen Anne,47.63059,-122.36509,Entire home/apt,198,1,765,12/16/2024,5.6,3,56,107,STR-OPLI-19-001889
1696389,Luxury Queen Anne 3bd2ba Sunset&Sea View Furnished,8956137,William,Queen Anne,West Queen Anne,47.6304,-122.37041,Entire home/apt,285,30,5,11/11/2022,0.07,1,325,0,
1716901,Charming one bed apt - Capitol Hill,3650951,Candace,Capitol Hill,Broadway,47.61884,-122.32476,Entire home/apt,,3,128,11/1/2024,1.1,1,0,6,STR-OPLI-19-001892
1732441,Green on Green - Top Level of House,1214247,Marcell,Delridge,North Delridge,47.56204,-122.36149,Entire home/apt,90,2,216,11/14/2024,1.61,1,115,28,STR-OPLI-19-002273
1737244,Your Warm  Retreat,9148911,Constance,Other neighborhoods,Bryant,47.67148,-122.28099,Private room,71,30,40,8/10/2022,0.34,1,365,0,STR-OPLI-19-002384
1764100,Center UW Chic Clean & Comfy 309,3074414,Melissa,University District,University District,47.66316,-122.31276,Entire home/apt,95,30,54,8/12/2023,0.4,129,365,0,STR-OPLI-19-002641
1773803,View Emerald City Jewel Apt UW 1BD Great Location,8026420,Sheldon,University District,University District,47.6568,-122.31299,Entire home/apt,92,30,303,12/8/2019,2.22,2,365,0,
1802663,Urban Oasis Within Wallingford home,9450725,Ron,Other neighborhoods,Wallingford,47.65428,-122.33766,Entire home/apt,117,2,389,11/30/2024,2.86,1,208,42,STR-OPLI-19-003318
1807936,JazzBb,3464851,Ev,Northgate,Maple Leaf,47.70265,-122.31618,Private room,60,30,25,11/10/2019,0.27,1,362,0,
1820794,"Cozy Suite, Covered Backyard Patio, Walk to Climate Pledge",9533123,Pam,Queen Anne,East Queen Anne,47.63089,-122.34815,Entire home/apt,130,2,667,12/1/2024,5,1,197,55,STR-OPLI-19-002846
1851863,Perfect Home away from home near Green Lake Park,9671138,Susanna,Other neighborhoods,Greenwood,47.69674,-122.34621,Entire home/apt,82,30,44,11/25/2019,0.33,1,356,0,
1900698,Glam Room in Diverse Neighborhood,3118422,Julie,Rainier Valley,Columbia City,47.55306,-122.28104,Private room,40,30,207,12/20/2024,1.54,1,269,4,
1909058,Queen Anne Private Bed and Bath,2497928,Gary And Beth,Queen Anne,West Queen Anne,47.63812,-122.37077,Private room,100,3,199,11/2/2024,1.5,1,315,13,STR-OPLI-19-001496
1925661,Large 1BD w/bath/walkin closet; parking included,9975709,Bea,Beacon Hill,North Beacon Hill,47.57943,-122.30387,Private room,100,30,104,2/29/2020,0.81,1,356,0,825676
1935439,Sunny Private Room by Carkeek Park,10014839,Timothy,Other neighborhoods,Greenwood,47.70407,-122.36123,Private room,35,30,19,1/16/2023,0.15,1,88,0,
1976382,Modern luxury on Capitol Hill,1121532,Melissa,Capitol Hill,Broadway,47.62372,-122.32417,Entire home/apt,114,30,97,10/21/2024,0.73,10,0,2,STR-OPLI-19-002118
1983713,Private  Retreat in the City,10235544,Scott (Aka Skip),Central Area,Leschi,47.59181,-122.29372,Entire home/apt,113,10,57,7/19/2024,0.44,3,0,4,STR-OPLI-19-002543
2026794,West Room in Cozy Charming 1905 Cottage,10392662,Sheryl,Other neighborhoods,Wallingford,47.65973,-122.3322,Private room,71,30,248,7/31/2023,1.86,2,90,0,STR-OPLI-23-000939
2033191,Green Lake VIEW 2 Bed 1 Bath Apt,10437300,Paul,Other neighborhoods,Green Lake,47.67612,-122.33221,Entire home/apt,200,3,182,12/13/2024,1.41,1,278,39,STR-OPLI-19-001403
2037250,Bedroom with Private Spa-like Bath,1865986,Sheldon,Other neighborhoods,Greenwood,47.68434,-122.3572,Private room,89,3,119,9/30/2024,0.9,2,89,13,STR-OPLI-19-001288
