id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
11462366,Dragonfly Beach House in North Admiral,33360,Laura,West Seattle,North Admiral,47.58353,-122.39938,Entire home/apt,195,30,149,12/15/2024,1.41,6,332,16,STR-OPLI-19-001488
11462832,Garden Room in University District,2277537,Sally,University District,University District,47.66915,-122.31717,Private room,102,30,4,7/31/2019,0.04,1,90,0,
11497199,East Capitol Hill Vintage Home,60543758,Tim,Central Area,Mann,47.61094,-122.30078,Entire home/apt,,30,135,8/11/2024,1.28,1,8,3,STR-OPLI-19-003284
11512414,Modern 2bdr townhome in Cap Hill,37101658,Heberto,Capitol Hill,Broadway,47.62147,-122.31932,Entire home/apt,187,3,232,9/20/2024,2.18,2,359,21,STR-OPLI-19-001370
11573287,"Seattle, Ideal Lake Washington 2 Bedr 1 bath apt.",61141478,Martha,Seward Park,Seward Park,47.56566,-122.27089,Entire home/apt,120,3,105,12/1/2024,1.03,1,176,25,STR-OPLI-19-002620
11601374,North Queen Anne Escape,47332984,Keith,Queen Anne,North Queen Anne,47.64834,-122.36012,Entire home/apt,80,1,455,11/3/2024,4.25,3,172,39,STR-OPLI-19-002292
11619498,Charming renovated vintage Capitol Hill Apt,10013531,Cate,Capitol Hill,Broadway,47.62294,-122.31655,Entire home/apt,98,3,204,12/5/2024,1.94,5,270,42,STR-OPLI-19-000047
11638111,"Seattle Lake View Home
Columbia City-Mt Baker",5478198,David,Rainier Valley,Mount Baker,47.56607825,-122.282527,Entire home/apt,200,20,247,9/2/2024,2.33,1,202,4,STR-OPLI-19-000415
11661411,Seaview Cottage-Ocean Views-Hot Tub-Pets Welcome,30162561,Sarah,West Seattle,Alki,47.57571437897891,-122.4035779,Entire home/apt,196,2,28,11/24/2024,4.4,1,311,28,STR-OPLI-23-001307
11674535,Newly renovated basement apartment,51040817,Robin,Other neighborhoods,Wallingford,47.66753,-122.33887,Entire home/apt,130,30,81,7/23/2023,0.78,1,365,0,STR-OPLI-23-000311
11697817,"West Seattle Townhouse, Alaska Junction",59914738,Andrew,West Seattle,Genesee,47.56523,-122.38892,Entire home/apt,,10,57,8/2/2023,0.56,1,0,0,STR-OPLI-20-000846
11743748,Private Queen Anne Guesthouse,5548832,Christie,Queen Anne,North Queen Anne,47.651615142822266,-122.3711548,Entire home/apt,72,3,369,12/11/2024,3.48,1,33,41,STR-OPLI-19-002513
11775115,Capitol Hill Spacious Private Room and Bath,43307525,Karin,Capitol Hill,Broadway,47.63535,-122.3208,Private room,80,1,25,12/8/2024,0.25,1,0,4,STR-OPLI-19-000299
11819518,"Alki Beach Hideaway,  prvt bed, bath, ktchn, w/d",62956167,Cameron,West Seattle,Alki,47.57975,-122.4036,Entire home/apt,,1,80,6/11/2024,0.75,1,0,20,STR-OPLI-19-001850
11890234,Modern Belltown 1 bdrm with parking,45680524,Hsiu,Downtown,Belltown,47.61293,-122.34863,Entire home/apt,82,30,220,5/31/2024,2.07,2,141,3,
11892077,"West Seattle, Beach Dr. Condo, Seattle",28824732,Sharon,West Seattle,Alki,47.56463,-122.40606,Entire home/apt,140,30,124,9/3/2024,1.18,1,143,2,19-000720
11929388,ALL NEW in heart of Wallingford,63674214,Whitman,Other neighborhoods,Wallingford,47.66193,-122.34113,Entire home/apt,95,30,82,12/2/2024,0.77,10,350,5,STR-OPLI-19-001534
11972509,Nice Condo walkto UW U Village(202),3074414,Melissa,University District,University District,47.66299,-122.30215,Entire home/apt,164,1,53,9/18/2024,0.52,129,99,3,STR-OPLI-19-002641
12056343,Charming Townhome on Burke Trail,241762,Mark,Other neighborhoods,Laurelhurst,47.66771,-122.27756,Entire home/apt,298,3,35,9/22/2024,0.34,1,83,5,STR-OPLI-21-000210
12170734,Charming Home 2 Miles to Amazon-Off Street Parking,28878401,Fred And Jennifer,Queen Anne,East Queen Anne,47.64159,-122.35191,Entire home/apt,324,2,443,12/7/2024,4.25,1,153,41,STR-OPLI-24-000069
12185450,Delightfully renovated vintage Capitol Hill Apt,10013531,Cate,Capitol Hill,Broadway,47.6205,-122.3191,Entire home/apt,75,30,252,8/8/2024,2.39,5,180,1,STR-OPLI-19-000047
12191280,Private Backyard Studio with off-street parking,65530409,Sheila,Rainier Valley,Columbia City,47.55618,-122.27468,Entire home/apt,119,2,429,12/17/2024,4.08,1,232,54,Str-opli-19-000949
12224432,"Montlake apt.2 bd.- 2 bth. Bakery, shopping, parks",65759888,Renate Marie,Capitol Hill,Montlake,47.64008,-122.3032128,Entire home/apt,136,2,170,12/21/2024,1.64,1,174,25,STR-OPLI-19-002506
12233882,"Quite, clean and comfortable room::::",65832379,Juliet,Northgate,Haller Lake,47.7181,-122.32787,Private room,,1,118,4/1/2024,1.13,8,0,5,STR-OPLI-19-001610
12249990,Bright Studio in downtown Fremont,14012754,Lara,Other neighborhoods,Fremont,47.65589,-122.35656,Entire home/apt,111,2,496,11/30/2024,4.69,4,314,61,STR-OPLI-19-000778
12272813,Greenlake Cabin,66111007,Jenifer And Chris,Other neighborhoods,Green Lake,47.67363,-122.3308,Entire home/apt,135,3,362,12/3/2024,3.49,1,96,77,STR-OPLI-19-003114
12290286,Capital Hill Corridor,48441443,Savannah,Central Area,Minor,47.61044,-122.31265,Private room,90,30,6,9/1/2023,0.06,5,365,0,
12343805,"Quiet, light-filled loft",4792476,Alissa,Other neighborhoods,Wedgwood,47.69671,-122.28221,Entire home/apt,,30,42,11/18/2024,0.4,1,255,5,
12359179,Spacious Seattle House with A/C,66755146,Jason,West Seattle,Alki,47.57009,-122.39957,Entire home/apt,399,5,6,7/27/2024,0.06,1,355,2,str-opli-19-001481
12379796,Wallingford Top Floor,66909032,Randy,Other neighborhoods,Wallingford,47.65473,-122.33831,Entire home/apt,75,30,47,6/10/2024,0.46,4,254,3,
12423091,Spacious Home with Heavenly Bed - 1 block to Lake!,3394576,Bridget,Other neighborhoods,Phinney Ridge,47.678871,-122.347534,Entire home/apt,291,2,138,11/25/2024,1.4,1,173,14,STR-OPLI-21-000591
12449616,The most beautiful Spring Garden & birdsong galore,12420261,Kari,Rainier Valley,Mount Baker,47.57996,-122.29495,Entire home/apt,141,30,8,10/8/2018,0.1,2,354,0,
12456183,Pinehurst Garden Park Suite,67398398,Emma,Lake City,Victory Heights,47.71265,-122.30175,Entire home/apt,115,3,76,3/22/2024,0.77,1,199,1,STR-OPLI-19-002235
12473960,2-level Flat in downtown Fremont,14012754,Lara,Other neighborhoods,Fremont,47.65532,-122.35709,Entire home/apt,132,2,437,11/30/2024,4.16,4,332,43,STR-OPLI-19-000778
12474364,"Cozy, Convenient 2 BR Home in North Seattle",50882557,Jonny,Lake City,Olympic Hills,47.729832449987505,-122.3118892,Entire home/apt,135,2,38,12/3/2024,0.4,1,111,9,STR-OPLI-22-001958
12518952,Beautiful 2BR Greenlake Craftsman,12677600,Joe,Other neighborhoods,Green Lake,47.68243,-122.33086,Entire home/apt,200,7,74,10/10/2024,0.72,1,170,5,STR-OPLI-19-002061
12537842,Classic Queen Anne Craftsman,39395381,Anne Marie,Queen Anne,East Queen Anne,47.64115,-122.3549,Entire home/apt,,30,8,8/1/2022,0.08,1,0,0,
12566321,"Red Door Flat, Luxurious Studio in West Seattle",41431186,Carol,West Seattle,Alki,47.56496,-122.40163,Entire home/apt,169,3,238,12/13/2024,2.42,1,319,20,STR-OPLI-21-000205
12573882,Peaceful & close to everything & Free parking!,68186108,Sabina,Other neighborhoods,Ravenna,47.68001,-122.31103,Entire home/apt,138,3,372,11/29/2024,3.56,1,306,24,STR-OPLI-19-001176
12601662,Cozy Artist House in Fremont,68385710,Leslie,Other neighborhoods,Fremont,47.65721,-122.36194,Entire home/apt,180,4,122,10/8/2024,1.17,1,307,13,STR-OPLI-19-002469
12609601,HOT TUB at a cozy private suite with a large patio,6916368,Michael,Northgate,Maple Leaf,47.69513,-122.31915,Entire home/apt,118,1,603,12/20/2024,6.85,1,137,125,STR-OPLI-24-000046
12625278,"Sweet room, great location on Capitol Hill.",16718874,Patrice,Capitol Hill,Stevens,47.62057,-122.30893,Private room,58,30,170,12/9/2023,1.61,1,261,0,STR-OPLI-19-533109
12649999,Beautifully renovated vintage Capitol Hill apt,10013531,Cate,Capitol Hill,Broadway,47.62029,-122.31899,Entire home/apt,98,3,353,12/16/2024,3.35,5,267,40,STR-OPLI-19-000047
12672933,Sweet Craftsman w/ Gourmet Kitchen + Large Deck,68858041,Sara,Central Area,Harrison/Denny-Blaine,47.6201,-122.29158,Entire home/apt,,30,7,8/9/2024,0.07,1,0,2,STR-OPLI-20-000243
12682044,Live Like a Local in Seattle,160789,Darrell,Ballard,Loyal Heights,47.6876,-122.39158,Entire home/apt,150,3,16,10/8/2023,0.16,2,237,0,STR-OPLI-19-002333
12704096,Private room in a restored 110+ yo Pacific NW home,29517730,Marilyn,Central Area,Mann,47.61093,-122.30179,Private room,52,30,33,8/4/2024,0.35,4,217,2,
12708859,Seattle’s Tiny Home. Easy City Access!,61853491,Jennifer,Rainier Valley,Brighton,47.53978,-122.26848,Entire home/apt,69,30,46,12/20/2024,0.44,1,365,4,
12786096,Wallingford Modern. Location!,63674214,Whitman,Other neighborhoods,Wallingford,47.66345,-122.3414,Entire home/apt,95,30,74,11/27/2024,0.71,10,365,1,STR-OPLI-19-002150
12798217,Wallingford Garden level Guest Suite,31404048,Elaine & David,Other neighborhoods,Wallingford,47.66199,-122.3358,Private room,76,2,163,11/17/2024,1.57,1,137,30,STR-OPLI-19-000507
12812601,"Large Private Quiet 1 BR Suite near UW, Children's",69864273,Karen,Other neighborhoods,Roosevelt,47.68943,-122.30917,Entire home/apt,101,2,146,11/10/2024,1.4,1,157,33,STR-OPLI-20-000835
12835141,Beautiful Modern Studio,57465462,Fifi,University District,University District,47.65745,-122.3195,Entire home/apt,105,4,145,9/15/2024,1.4,3,169,11,STR-OPLI-19-003139
12847258,Seattle Microhome centrally located - free parking,5312600,Rainer,Central Area,Madrona,47.61467,-122.29478,Entire home/apt,88,2,83,11/4/2024,0.79,1,3,21,STR-OPLI-19-001183
12850858,Magnolia Memories,70204462,Debra,Magnolia,Briarcliff,47.64377,-122.40106,Entire home/apt,225,2,44,10/20/2024,0.44,1,227,5,STR-OPLI-19-000127
12868418,Entire  5 bedroom house for family of 4-7 guests,70364055,Douglas,Ballard,Loyal Heights,47.68014,-122.37752,Entire home/apt,225,2,72,9/19/2024,0.69,1,140,4,STR-OPLI-20-000028
12908346,Amazing Condo in Heart of Seattle,13200167,Kumail,Downtown,Belltown,47.61766815185547,-122.3464737,Entire home/apt,86,2,673,12/9/2024,6.41,2,144,38,STR-OPLI-19-000975
12918045,Artfully Modern 2BR in Eastlake/Lake Union,316200,William,Cascade,Eastlake,47.63976,-122.32352,Entire home/apt,129,3,302,11/29/2024,2.9,7,323,37,STR-OPLI-19-000681
12929985,Ballard Greenwood Private Suite,13345485,Tim,Other neighborhoods,Phinney Ridge,47.68212,-122.36104,Entire home/apt,62,1,931,12/13/2024,8.87,1,234,110,STR-OPLI-19-001674
12931310,Wallingford basement suite,7697679,Debby,Other neighborhoods,Wallingford,47.66125,-122.33175,Private room,128,2,213,9/30/2024,2.03,2,98,15,STR-OPLI-19-001224
12934096,Minutes to Green Lake/seattle Attractions 01,3074414,Melissa,Other neighborhoods,Bryant,47.67481,-122.28926,Entire home/apt,,30,6,8/25/2024,0.06,129,0,1,STR-OPLI-20-000157
12957936,Private Seattle Cottage,71235244,Robert & Julia,Other neighborhoods,Wallingford,47.65859,-122.34102,Entire home/apt,109,1,583,12/8/2024,5.58,1,323,80,STR-OPLI-19-000723
12968264,Luxurious Lakeside Living in the City,6426308,Charlie,Other neighborhoods,Wallingford,47.6514,-122.33257,Entire home/apt,130,30,25,8/31/2023,0.24,1,0,0,STR-OPLI-23-000549
12987793,Escape to Madrona: Restored craftsman and kitchen,48819046,Rob,Central Area,Leschi,47.60594,-122.29563,Entire home/apt,150,3,253,12/16/2024,2.44,1,8,35,STR-OPLI-19-001032
12991648,Wander West Seattle,5029583,Kate,West Seattle,Gatewood,47.54371,-122.38591,Entire home/apt,380,3,21,6/15/2024,0.21,1,68,1,STR-OPLI-20-000159
12999766,Children's Hospital & UW Hospital Proximity,2409388,Lisa,Other neighborhoods,Bryant,47.66294,-122.28516,Private room,50,30,25,7/29/2024,0.24,2,170,2,
13017780,"Beautiful, cozy home near Greenlake",46428878,Curtis,Northgate,North College Park,47.69346,-122.33698,Entire home/apt,115,180,21,8/23/2022,0.2,2,271,0,STR-OPLI-19-002574
13021356,Private Basement of Modern West Seattle home,64483941,Monica,West Seattle,North Admiral,47.58467,-122.38251,Entire home/apt,77,1,455,12/16/2024,4.41,1,168,56,STR-OPLI-19-003203
13032264,Couple and Family Friendly Private Phinney Cottage,14659774,Greg And Mary,Other neighborhoods,Phinney Ridge,47.67816,-122.36059,Entire home/apt,90,3,107,12/1/2024,1.04,1,5,8,STR-OPLI-21-000071
13033238,"Quiet , clean and comfortable room ::",65832379,Juliet,Northgate,Haller Lake,47.719,-122.32721,Private room,,1,101,4/29/2024,0.97,8,0,3,STR-OPLI-19-001610
13033576,Seward Park Uplands 1 BR with view,20293076,Anya K,Seward Park,Seward Park,47.54653,-122.26254,Entire home/apt,119,30,186,12/14/2024,1.79,1,360,31,STR-OPLI-20-000860
13045179,Theo & Maria's Red House,49741319,Theo,Ballard,West Woodland,47.67422,-122.36139,Entire home/apt,116,2,243,12/9/2024,2.34,1,289,39,STR-OPLI-19-001073
13081598,Urban Classic Lake Union & City center,1543665,Kaela,Queen Anne,East Queen Anne,47.63156,-122.34509,Entire home/apt,150,30,0,,,5,365,0,
13082625,Seattle Sunrises & Fireside Evenings Are Yours!,28653007,Andrew,University District,University District,47.664,-122.30469,Entire home/apt,307,5,59,12/1/2024,0.57,4,52,15,STR-OPLI-22-001462
13083601,Sunrise Over The Mountains In True Seattle Style,28653007,Andrew,University District,University District,47.6662,-122.30449,Entire home/apt,200,5,40,9/22/2024,0.39,4,334,7,STR-OPLI-22-001462
13141142,Modern Gem in Wallingford,63674214,Whitman,Other neighborhoods,Wallingford,47.66147,-122.34307,Entire home/apt,95,30,53,3/1/2024,0.51,10,365,1,STR-OPLI-19-002260
13142498,Homely Cozy Granny House,73272162,Yasuko,Rainier Valley,Rainier Beach,47.51192,-122.25679,Private room,57,30,15,10/21/2018,0.14,1,365,0,
13155310,Modern Capitol Hill One Bedroom in Great Location,55993439,Melissa,Capitol Hill,Broadway,47.62163,-122.32596,Entire home/apt,95,30,79,11/14/2024,0.76,10,296,2,
13157632,New Listing Center  UW Comfy & Top  Clean (304),3074414,Melissa,University District,University District,47.66109,-122.31472,Entire home/apt,99,30,24,9/14/2024,0.24,129,365,1,STR-OPLI-19-002641
13173803,Beautiful private apartment in North Seattle.,73038446,Glen,Lake City,Cedar Park,47.73197,-122.28929,Entire home/apt,100,1,334,12/16/2024,3.56,1,87,95,STR-OPLI-19-002457
13175944,Charming bungalow in Fremont/Ballard,33664430,Tom & Tracy,Other neighborhoods,Fremont,47.65806,-122.36253,Entire home/apt,175,2,157,11/29/2024,1.52,1,167,25,STR-OPLI-20-000083
13192961,"""Hellebore House"" -- in the heart of Phinney Ridge",25968742,Leslie,Other neighborhoods,Greenwood,47.68452,-122.35758,Entire home/apt,85,2,104,12/3/2024,1.05,1,151,15,STR-OPLI-19-000406
13252771,"3 Min walk to UW, Top Floor Large & Clean (51)",3074414,Melissa,University District,University District,47.65735,-122.31649,Entire home/apt,95,30,9,8/14/2023,0.09,129,365,0,
13273883,Stylish Loft Retreat - Quiet and Convenient,40128399,Debra,Magnolia,Lawton Park,47.65707,-122.38816,Entire home/apt,135,30,178,8/18/2024,1.72,1,189,1,STR-OPLI-21-839630
13313994,Cozy Downtown Studio - Steps to Space Needle,1700743,Jeff,Downtown,Belltown,47.61474,-122.34134,Entire home/apt,123,2,439,12/16/2024,4.23,2,80,52,STR-OPLI-19-000295
13318575,Shared Space Main Temple Hondo 3rd,25971312,Kanjin,Downtown,International District,47.60008,-122.32737,Entire home/apt,45,30,158,10/31/2024,1.53,2,268,4,
13332139,Walk to the Pike/Pine Corridor from This Serene Apartment,658155,Joe,Central Area,Minor,47.61091,-122.31323,Entire home/apt,,30,201,3/30/2024,1.94,4,234,1,
13334770,"West Seattle Home 04 -  A/C, Parking",29666316,Mish,West Seattle,Genesee,47.5696,-122.38671,Entire home/apt,,2,414,12/16/2024,3.98,17,252,54,STR-OPLI-19-000894
13345085,Large Master Suite with lavish Bath,26130164,Alex,Queen Anne,North Queen Anne,47.64337,-122.36163,Private room,149,20,5,6/16/2019,0.05,3,251,0,STR-OPLI-23-000860
13390576,Entire Hilltop Home Near The City,76151472,Michelle,Rainier Valley,Rainier View,47.51031,-122.246,Entire home/apt,,2,83,6/9/2024,1.38,1,0,1,
13436253,"""The 5-Star House"" Room#10-The Peruvian room",2438665,Flor,Other neighborhoods,Crown Hill,47.70073,-122.36671,Private room,40,30,26,10/3/2024,0.26,4,365,4,STR-OPLI-19-002472
13437692,Queen Anne Studio Suite,31354928,Patricia,Queen Anne,East Queen Anne,47.6346,-122.35399,Entire home/apt,110,2,449,12/15/2024,4.34,2,285,67,STR-OPLI-19-001624
13451352,Vintage Remodel in Pike Pine Dist - 1 Bedrm 1 Bath,658155,Joe,Central Area,Minor,47.61091,-122.31323,Entire home/apt,75,30,199,10/14/2024,1.92,4,239,3,
13451764,City View Apartment near Pike and Pine Food Scene,658155,Joe,Central Area,Minor,47.61091,-122.31323,Entire home/apt,94,30,190,11/18/2024,1.84,4,163,4,
13452009,Remodeled Victorian Apartment in Pike Pine,658155,Joe,Central Area,Minor,47.61091,-122.31323,Entire home/apt,86,30,199,9/7/2024,1.92,4,182,3,
13532046,"Queen Anne Home near Seattle Center, Downtown, SLU",106972,Kelly,Queen Anne,East Queen Anne,47.63045,-122.34463,Entire home/apt,279,2,196,12/16/2024,1.91,4,161,26,STR-OPLI-21-000558
13533117,"Private Modern 2BR flat, NE Seattle, great reviews",25373047,Andrew & James,Other neighborhoods,Bryant,47.68157,-122.28777,Entire home/apt,175,5,159,12/1/2024,1.56,1,258,15,STR-OPLI-20-000757
13533362,Within 3 minutes Walk to UW campus & Stores (201),3074414,Melissa,University District,University District,47.66229,-122.31289,Entire home/apt,92,30,42,4/6/2024,0.41,129,90,1,STR-OPLI-19-002641
13548374,Cozy Parkview Condo by Seattle Convention Center,24526173,Connie,Downtown,First Hill,47.61111,-122.33093,Entire home/apt,152,3,368,11/17/2024,3.56,2,67,39,STR-OPLI-19-002391
13573225,Luxury Suite with Private bathroom + Soaking Tub,78286472,Shan,Beacon Hill,North Beacon Hill,47.58579,-122.31113,Private room,85,1,284,11/10/2024,2.75,3,9,14,STR-OPLI-19-000441
13574491,Bright & Cheerful Spacious Studio near Ballard,15381977,Glendora,Other neighborhoods,Greenwood,47.68447,-122.36601,Entire home/apt,120,4,86,12/9/2024,2.55,1,356,35,STR-OPLI-22-000257
13606919,Modern 2BR Loft with Lake and Space Needle Views,316200,William,Cascade,Eastlake,47.63989,-122.32348,Entire home/apt,151,3,336,11/3/2024,3.26,7,342,36,STR-OPLI-19-000681
13607307,"Private Room #1, by Childrens Hospital",26475960,David,Other neighborhoods,Bryant,47.66851,-122.28599,Private room,54,2,212,12/7/2024,2.05,3,174,31,str-opli-19-003464
13622517,Beautiful Ballard Cottage,33139872,Amanda,Other neighborhoods,Phinney Ridge,47.67536,-122.36017,Entire home/apt,,30,71,11/3/2024,1.08,1,180,4,STR-OPLI-19-002816
13641844,The Blue Room-Old Orchard House University/Ravenna,53650144,Ashley,University District,University District,47.66854,-122.30535,Private room,145,2,45,8/25/2024,0.44,3,364,3,STR-OPLI-19-001576
13643570,Sweet in Seaview bungalow in West Seattle,51321207,Veronika,West Seattle,Seaview,47.54684,-122.38814,Entire home/apt,90,3,69,11/1/2024,0.67,2,1,3,STR-OPLI-23-000103
13654492,The Green Room-Old Orchard House U-Dist/Ravenna,53650144,Ashley,Other neighborhoods,Ravenna,47.66849,-122.30375,Private room,115,2,39,9/21/2024,0.38,3,364,7,STR-OPLI-19-001576
13658425,"Steps to UW, Wood Floor Remodeled 11",3074414,Melissa,University District,University District,47.65733,-122.31762,Entire home/apt,84,30,38,8/10/2024,0.37,129,365,1,STR-OPLI-19-002570
13661449,Spacious Seattle Home for Families and Pets,13621927,Tracy,Rainier Valley,Brighton,47.54276,-122.27141,Entire home/apt,112,3,187,10/30/2024,1.82,2,293,14,STR-OPLI-19-000290
13684864,Affordable Seattle Studio Plus - Great Location,12420261,Kari,Rainier Valley,Mount Baker,47.57998,-122.29519,Entire home/apt,70,30,5,11/2/2019,0.05,2,365,0,
13689184,"Elegant 3 bedroom, walk to lake, parks, and more",4052132,Melissa,Other neighborhoods,Wallingford,47.66542,-122.33834,Entire home/apt,348,3,56,9/3/2024,0.55,1,111,4,Str-opli-20-000283
13696391,"Modern 3 Bdrm House with View, Lake Union!",6680836,Dimple,Other neighborhoods,Wallingford,47.65444,-122.32853,Entire home/apt,499,5,28,9/17/2023,0.28,2,357,0,STR-OPLI-23-000989
13712209,Treehouse Feel. Cozy. Hot Tub. Sights/Bars/Cafès.,57960995,Jacki,Ballard,Adams,47.6733,-122.39498,Entire home/apt,111,6,335,12/15/2024,3.24,2,146,17,STR-OPLI-19-002233
13732104,"2-bdrm + den (sleeps 8, 6 ad max) at Harbor Steps!",54518454,Debra,Downtown,Central Business District,47.60665,-122.33875,Entire home/apt,324,2,154,11/11/2024,1.56,11,346,18,STR-OPLI-19-002092
13751731,PEACEFUL GREEN LAKE GETAWAY (HUGE HOT TUB),9605780,Alex,Other neighborhoods,Wallingford,47.66379,-122.34129,Entire home/apt,340,4,173,9/11/2024,1.71,1,91,14,STR-OPLI-19-000184
13781518,Seattle Cottage By Discovery Park,80917114,Lauren,Magnolia,Briarcliff,47.65278,-122.40436,Entire home/apt,170,2,69,11/12/2024,0.67,1,8,5,STR-OPLI-19-002953
13786651,Huge at Harbor Steps ~ Pike Pl Market (6 ad max),54518454,Debra,Downtown,Central Business District,47.60636,-122.33855,Entire home/apt,361,2,76,10/19/2024,0.75,11,346,8,STR-OPLI-19-002092
13787761,Top Floor Apartment; Charming and Private,17576448,Janet,Other neighborhoods,Phinney Ridge,47.6702,-122.35493,Entire home/apt,125,1,369,12/15/2024,3.58,1,168,59,STR-OPLI-19-001792
13794197,Recently Remodeled Lower Level in West Seattle,25736673,Renee,West Seattle,North Admiral,47.57626,-122.39009,Entire home/apt,150,1,212,9/25/2024,2.06,1,0,45,STR-OPLI-22-001023
13823956,Ballard Garden Flat,71140572,Wendy,Ballard,Loyal Heights,47.68425,-122.38678,Entire home/apt,133,1,698,12/9/2024,6.78,1,348,74,STR-OPLI-19-000926
13825056,Greenwood Piano Studio - Clean lines & big windows,2777054,Stacia,Other neighborhoods,Greenwood,47.70163,-122.34716,Entire home/apt,49,1,664,12/1/2024,6.45,2,33,99,STR-OPLI-19-001030
13831631,Center UW Simple Spacious & Comfy 108,3074414,Melissa,University District,University District,47.66312,-122.31397,Entire home/apt,85,30,20,8/17/2024,0.2,129,356,2,STR-OPLI-19-002641
13843060,Portage Bay Guest Cottage,55486846,Charlie,Cascade,Eastlake,47.65132,-122.32236,Entire home/apt,105,2,266,11/30/2024,2.63,1,355,42,STR-OPLI-24-000121
13846894,Center of City Detached Ensuite Capitol Hill,80553994,Tanya & Tom,Capitol Hill,Broadway,47.62053,-122.31479,Entire home/apt,99,1,649,12/6/2024,6.57,1,179,74,STR-OPLI-19-000964
13913909,Full Apartment 7 miles north of Downtown Seattle,71374903,Krisanne,Northgate,Haller Lake,47.72533,-122.32682,Entire home/apt,99,2,122,10/12/2024,1.19,1,179,13,STR-OPLI-19-001738
13925303,"Mountain View Room, walk UW, self check-in",53552204,Randy,University District,University District,47.66486,-122.30583,Private room,75,2,83,11/16/2024,0.81,5,179,8,STR-OPLI-21-001118
13940437,Sweet Backyard Cottage CTRL Seattle w/Parking Spot,37224930,Ann,Central Area,Madrona,47.60986,-122.29439,Entire home/apt,150,5,87,12/13/2024,0.85,1,234,16,STR-OPLI-19-001283
13994043,Garden Apt - Full 1 Bdrm - in the Heart of Seattle,27128557,Louis & Kevin,Central Area,Mann,47.61261,-122.30236,Entire home/apt,159,30,347,4/25/2020,3.38,2,203,0,STR-OPLI-19-000917
14010358,Ballard Hummingbird Hide Away in 1921 Craftsman Home,14765995,Nicole,Ballard,Adams,47.67571,-122.38389,Entire home/apt,153,3,255,11/29/2024,2.63,2,146,27,STR-OPLI-21-000232
14010379,Luxury Waterfront Condo Steps to Pike Place Market,7390401,Preben,Downtown,Pike-Market,47.609661,-122.344788,Entire home/apt,282,4,140,12/16/2024,1.54,1,276,14,STR-OPLI-19-002417
14011625,Tiny House Backyard Bungalow Next to Green Lake,17269911,Rob,Other neighborhoods,Green Lake,47.67463,-122.33147,Entire home/apt,151,1,805,9/23/2023,7.85,6,5,0,STR-OPLI-19-001662
14042945,Modern and New in Wallingford,63674214,Whitman,Other neighborhoods,Wallingford,47.66169,-122.34127,Entire home/apt,95,30,109,10/31/2024,1.07,10,365,4,STR-OPLI-19-002371
14049107,Secluded Laurelhurst Home with Tranquil Garden,36436545,Brian,Other neighborhoods,Laurelhurst,47.65979,-122.27697,Private room,85,1,372,12/7/2024,3.72,2,341,25,STR-OPLI-19-000635
14070994,"BRAND NEW, ADORABLE APPT",2754788,Amaris,Other neighborhoods,Fremont,47.65864,-122.36143,Entire home/apt,138,2,165,9/1/2024,1.61,2,359,5,STR-OPLI-19-002688
14084566,Cozy Seattle Bedroom #2,50596206,Jeanine,Rainier Valley,Mount Baker,47.58583,-122.29436,Private room,110,1,191,9/30/2024,1.86,2,100,23,STR-OPLI-19-000462
14103694,Beautiful historic house in Central Seattle,9359786,Aaron,Central Area,Minor,47.60968,-122.30479,Entire home/apt,203,4,177,12/8/2024,1.79,1,97,25,STR-OPLI-19-000569
14108275,Linden Gardens at Green Lake,4791197,Betty,Other neighborhoods,Phinney Ridge,47.67836,-122.34729,Entire home/apt,109,2,298,11/30/2024,2.92,1,237,36,STR-OPLI-19-003170
14108770,Montlake Cut Studio next to Husky Stadium,75505193,Caleb And Sharsti,Capitol Hill,Montlake,47.64581,-122.30807,Entire home/apt,75,3,264,11/15/2024,2.59,2,48,25,STR-OPLI-19-003230
14133989,Amazon स्वागत svaagat Room Garth brooks,85076667,Sabrina & Perry,Other neighborhoods,Fremont,47.66181,-122.35194,Private room,49,30,18,11/19/2022,0.18,10,365,0,
14166071,Like new remodel mother-in-law apartment,39233972,Eli,Other neighborhoods,Greenwood,47.69654,-122.35137,Entire home/apt,99,30,102,7/10/2024,1,1,269,4,STR-OPLI-19-002266
14166842,Contemporary home in historical Queen Anne,85720083,Cheryl,Queen Anne,East Queen Anne,47.63988641007932,-122.3496087,Private room,88,1,618,12/15/2024,6.04,1,76,58,STR-OPLI-19-002279
14168480,"Alki Beach Cottage - Sandy Beach, Near Downtown",1801138,Shauna,West Seattle,Alki,47.57756,-122.40761,Entire home/apt,157,1,58,11/30/2024,3.27,3,95,40,STR-OPLI-19-003172
14183117,New Listing Center UW Rustic Top Corner (305),3074414,Melissa,University District,University District,47.66293,-122.31369,Entire home/apt,121,30,56,8/6/2024,0.55,129,90,5,STR-OPLI-19-002641
14186845,James's Queen Anne guest house,24988433,James,Queen Anne,West Queen Anne,47.63461,-122.36677,Entire home/apt,105,2,414,12/8/2024,4.08,1,315,58,STR-OPLI-19-002464
